onset	duration	nback_display	trial_type	response	response_time	correct_response	correct	stim_file
0	1	4	0	4	0.788	4	1	4_0.gif
1	1	3	0	4	0.008	3	0	3_0.gif
2	1	2	0	2	0.322	2	1	2_0.gif
3	1	4	0	4	0.518	4	1	4_0.gif
4	1	3	0	3	0.308	3	1	3_0.gif
5	1	4	0	4	0.494	4	1	4_0.gif
6	1	3	0	3	0.327	3	1	3_0.gif
7	1	1	0	1	0.352	1	1	1_0.gif
8	1	3	0	3	0.368	3	1	3_0.gif
9	1	2	0	2	0.376	2	1	2_0.gif
10	1	1	0	1	0.333	1	1	1_0.gif
11	1	3	0	3	0.321	3	1	3_0.gif
12	1	2	0	2	0.286	2	1	2_0.gif
13	1	4	0	4	0.426	4	1	4_0.gif
14	1	1	0	1	0.394	1	1	1_0.gif
15	1	3	0	3	0.316	3	1	3_0.gif
16	1	1	2	6	0	1	n/a	1_2.gif
17	1	4	2	6	0	3	n/a	4_2.gif
18	1	2	2	1	0.331	1	1	2_2.gif
19	1	3	2	4	0.066	4	1	3_2.gif
20	1	1	2	2	0.008	2	1	1_2.gif
21	1	3	2	3	0.008	3	1	3_2.gif
22	1	2	2	3	0.647	1	0	2_2.gif
23	1	4	2	2	0.414	3	0	4_2.gif
24	1	2	2	4	0.906	2	0	2_2.gif
25	1	3	2	4	0.009	4	1	3_2.gif
26	1	1	2	3	0.649	2	0	1_2.gif
27	1	2	2	2	0.452	3	0	2_2.gif
28	1	1	2	1	0.278	1	1	1_2.gif
29	1	3	2	2	0.577	2	1	3_2.gif
30	1	4	2	3	0.523	1	0	4_2.gif
31	1	2	2	6	0	3	n/a	2_2.gif
32.001	1	3	0	3	0.137	3	1	3_0.gif
33.001	1	1	0	3	0.045	1	0	1_0.gif
34.001	1	2	0	2	0.326	2	1	2_0.gif
35.001	1	3	0	3	0.339	3	1	3_0.gif
36.001	1	2	0	2	0.264	2	1	2_0.gif
37.001	1	4	0	4	0.442	4	1	4_0.gif
38.001	1	1	0	1	0.375	1	1	1_0.gif
39.001	1	4	0	4	0.476	4	1	4_0.gif
40.001	1	1	0	1	0.29	1	1	1_0.gif
41.001	1	3	0	3	0.328	3	1	3_0.gif
42.001	1	2	0	2	0.264	2	1	2_0.gif
43.001	1	1	0	1	0.347	1	1	1_0.gif
44.001	1	3	0	3	0.384	3	1	3_0.gif
45.001	1	4	0	4	0.514	4	1	4_0.gif
46.001	1	1	0	1	0.308	1	1	1_0.gif
47.001	1	3	0	3	0.382	3	1	3_0.gif
48.001	1	4	2	4	0.859	1	0	4_2.gif
49.001	1	1	2	6	0	3	n/a	1_2.gif
50.001	1	2	2	4	0.394	4	1	2_2.gif
51.001	1	3	2	1	0.156	1	1	3_2.gif
52.001	1	4	2	2	0.008	2	1	4_2.gif
53.001	1	3	2	3	0.009	3	1	3_2.gif
54.001	1	2	2	4	0.028	4	1	2_2.gif
55.001	1	4	2	3	0.009	3	1	4_2.gif
56.001	1	2	2	3	0.208	2	0	2_2.gif
57.001	1	4	2	2	0.009	4	0	4_2.gif
58.001	1	1	2	4	0.04	2	0	1_2.gif
59.001	1	3	2	4	0.371	4	1	3_2.gif
60.001	1	1	2	3	0.987	1	0	1_2.gif
61.001	1	3	2	3	0.009	3	1	3_2.gif
62.001	1	4	2	1	0.036	1	1	4_2.gif
63.001	1	3	2	3	0.91	3	1	3_2.gif
64.002	1	1	0	3	0.008	1	0	1_0.gif
65.002	1	2	0	1	0.008	2	0	2_0.gif
66.002	1	1	0	1	0.39	1	1	1_0.gif
67.002	1	4	0	4	0.462	4	1	4_0.gif
68.002	1	1	0	1	0.33	1	1	1_0.gif
69.002	1	2	0	2	0.242	2	1	2_0.gif
70.002	1	1	0	1	0.319	1	1	1_0.gif
71.002	1	2	0	2	0.23	2	1	2_0.gif
72.002	1	4	0	4	0.417	4	1	4_0.gif
73.002	1	3	0	3	0.256	3	1	3_0.gif
74.002	1	2	0	2	0.345	2	1	2_0.gif
75.002	1	3	0	3	0.853	3	1	3_0.gif
76.002	1	2	0	3	0.008	2	0	2_0.gif
77.002	1	1	0	1	0.343	1	1	1_0.gif
78.002	1	2	0	2	0.4	2	1	2_0.gif
79.002	1	1	0	1	0.343	1	1	1_0.gif
80.002	1	4	2	6	0	2	n/a	4_2.gif
81.002	1	3	2	6	0	1	n/a	3_2.gif
82.002	1	4	2	4	0.31	4	1	4_2.gif
83.002	1	3	2	3	0.187	3	1	3_2.gif
84.002	1	4	2	4	0.167	4	1	4_2.gif
85.002	1	3	2	3	0.009	3	1	3_2.gif
86.002	1	1	2	6	0	4	n/a	1_2.gif
87.002	1	2	2	4	0.124	3	0	2_2.gif
88.002	1	4	2	3	0.098	1	0	4_2.gif
89.002	1	3	2	2	0.174	2	1	3_2.gif
90.002	1	2	2	2	0.699	4	0	2_2.gif
91.002	1	1	2	3	0.663	3	1	1_2.gif
92.002	1	2	2	3	0.776	2	0	2_2.gif
93.002	1	1	2	2	0.827	1	0	1_2.gif
94.002	1	2	2	1	0.607	2	0	2_2.gif
95.002	1	3	2	1	0.009	1	1	3_2.gif
96.003	1	2	0	2	0.189	2	1	2_0.gif
97.003	1	4	0	4	0.609	4	1	4_0.gif
98.003	1	2	0	2	0.427	2	1	2_0.gif
99.003	1	3	0	3	0.585	3	1	3_0.gif
100.003	1	2	0	2	0.362	2	1	2_0.gif
101.003	1	1	0	1	0.317	1	1	1_0.gif
102.003	1	3	0	3	0.346	3	1	3_0.gif
103.003	1	1	0	1	0.306	1	1	1_0.gif
104.003	1	3	0	3	0.431	3	1	3_0.gif
105.003	1	2	0	2	0.335	2	1	2_0.gif
106.003	1	1	0	1	0.376	1	1	1_0.gif
107.003	1	3	0	3	0.359	3	1	3_0.gif
108.003	1	2	0	2	0.287	2	1	2_0.gif
109.003	1	1	0	1	0.256	1	1	1_0.gif
110.003	1	3	0	3	0.504	3	1	3_0.gif
111.003	1	4	0	4	0.492	4	1	4_0.gif
112.003	1	2	2	6	0	3	n/a	2_2.gif
113.004	1	4	2	6	0	4	n/a	4_2.gif
114.004	1	3	2	2	0.271	2	1	3_2.gif
115.004	1	1	2	4	0.206	4	1	1_2.gif
116.004	1	3	2	3	0.012	3	1	3_2.gif
117.004	1	2	2	1	0.008	1	1	2_2.gif
118.004	1	4	2	3	0.008	3	1	4_2.gif
119.004	1	3	2	2	0.442	2	1	3_2.gif
120.004	1	2	2	4	0.391	4	1	2_2.gif
121.004	1	3	2	6	0	3	n/a	3_2.gif
122.004	1	1	2	3	0.234	2	0	1_2.gif
123.004	1	2	2	4	0.191	3	0	2_2.gif
124.004	1	1	2	6	0	1	n/a	1_2.gif
125.004	1	2	2	6	0	2	n/a	2_2.gif
126.004	1	3	2	1	0.012	1	1	3_2.gif
127.004	1	1	2	2	0.311	2	1	1_2.gif
128.004	1	4	0	3	0.192	4	0	4_0.gif
129.004	1	1	0	4	0.009	1	0	1_0.gif
130.004	1	2	0	2	0.387	2	1	2_0.gif
131.004	1	1	0	1	0.271	1	1	1_0.gif
132.004	1	3	0	3	0.315	3	1	3_0.gif
133.004	1	1	0	1	0.286	1	1	1_0.gif
134.004	1	4	0	4	0.57	4	1	4_0.gif
135.004	1	3	0	3	0.429	3	1	3_0.gif
136.004	1	2	0	2	0.301	2	1	2_0.gif
137.004	1	1	0	1	0.283	1	1	1_0.gif
138.004	1	3	0	3	0.365	3	1	3_0.gif
139.004	1	2	0	2	0.265	2	1	2_0.gif
140.004	1	1	0	1	0.279	1	1	1_0.gif
141.004	1	2	0	2	0.531	2	1	2_0.gif
142.004	1	3	0	3	0.388	3	1	3_0.gif
143.004	1	2	0	2	0.298	2	1	2_0.gif
144.005	1	4	2	6	0	3	n/a	4_2.gif
145.005	1	1	2	6	0	2	n/a	1_2.gif
146.005	1	3	2	4	0.1	4	1	3_2.gif
147.005	1	4	2	1	0.008	1	1	4_2.gif
148.005	1	1	2	4	0.746	3	0	1_2.gif
149.005	1	3	2	4	0.008	4	1	3_2.gif
